INFO | 2013-10-02T13:10:09+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-10-02T13:10:10+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-10-02T13:10:13+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-10-02T13:10:13+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-10-02T13:10:14+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-10-02T13:10:16+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-10-02T14:49:36+01:00 | GET | [admin @ 137.108.145.39] | /
INFO | 2013-10-02T14:49:39+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-10-02T21:28:44+01:00 | GET | [anon @ 86.181.70.32] | /
INFO | 2013-10-02T21:28:46+01:00 | GET | [anon @ 86.181.70.32] | /login
INFO | 2013-10-02T21:28:49+01:00 | POST | [anon @ 86.181.70.32] | /login
INFO | 2013-10-02T21:28:49+01:00 | ACTION.LOGIN | [admin @ 86.181.70.32] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; WOW64; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-10-02T21:28:49+01:00 | GET | [admin @ 86.181.70.32] | /me/
INFO | 2013-10-02T21:28:52+01:00 | GET | [admin @ 86.181.70.32] | /admin/users
INFO | 2013-10-02T21:29:33+01:00 | GET | [admin @ 86.181.70.32] | /logout
INFO | 2013-10-02T21:29:33+01:00 | GET | [anon @ 86.181.70.32] | /
INFO | 2013-10-02T21:29:58+01:00 | GET | [anon @ 86.181.70.32] | /
