INFO | 2013-10-20T10:57:17+01:00 | GET | [anon @ 86.179.148.7] | /login
INFO | 2013-10-20T10:57:34+01:00 | POST | [anon @ 86.179.148.7] | /login
INFO | 2013-10-20T10:57:34+01:00 | ACTION.LOGIN | [admin @ 86.179.148.7] | {"user_agent":"Mozilla\/5.0 (Linux; U; Android 4.1.1; en-gb; Transformer Prime TF201 Build\/JRO03C) AppleWebKit\/534.30 (KHTML, like Gecko) Version\/4.0 Safari\/534.30"}
INFO | 2013-10-20T10:57:34+01:00 | GET | [admin @ 86.179.148.7] | /me/
INFO | 2013-10-20T10:57:51+01:00 | GET | [admin @ 86.179.148.7] | /admin/users
INFO | 2013-10-20T11:09:47+01:00 | GET | [anon @ 82.29.97.183] | /
INFO | 2013-10-20T11:09:50+01:00 | GET | [anon @ 82.29.97.183] | /login
INFO | 2013-10-20T11:09:58+01:00 | POST | [anon @ 82.29.97.183] | /login
INFO | 2013-10-20T11:09:58+01:00 | ACTION.LOGIN | [user024 @ 82.29.97.183] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/30.0.1599.101 Safari\/537.36"}
INFO | 2013-10-20T11:09:58+01:00 | GET | [user024 @ 82.29.97.183] | /me/
INFO | 2013-10-20T11:10:01+01:00 | GET | [user024 @ 82.29.97.183] | /me/essay/
INFO | 2013-10-20T11:10:05+01:00 | GET | [user024 @ 82.29.97.183] | /me/essay/1/drafts/
INFO | 2013-10-20T11:10:10+01:00 | GET | [user024 @ 82.29.97.183] | /me/essay/1/submit/
INFO | 2013-10-20T11:10:39+01:00 | POST | [user024 @ 82.29.97.183] | /me/essay/1/submit/
INFO | 2013-10-20T11:10:45+01:00 | GET | [user024 @ 82.29.97.183] | /me/essay/1/drafts/
INFO | 2013-10-20T11:10:54+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/
INFO | 2013-10-20T11:10:54+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:10:54+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:11:10+01:00 | GET | [user024 @ 82.29.97.183] | /help/on/draft.show.text
INFO | 2013-10-20T11:11:31+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/keyword
INFO | 2013-10-20T11:11:31+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:11:31+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"keywords","value":"category_all"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:11:53+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/sentence
INFO | 2013-10-20T11:11:54+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:11:54+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"sentence","value":"show"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:12:24+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/all
INFO | 2013-10-20T11:12:25+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:12:25+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"sentence","value":"show"},{"name":"keywords","value":"category_all"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:12:29+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/keyword
INFO | 2013-10-20T11:12:30+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:12:30+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"keywords","value":"category_all"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:12:31+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/show/
INFO | 2013-10-20T11:12:31+01:00 | POST | [user024 @ 82.29.97.183] | /tutor/logactivity
INFO | 2013-10-20T11:12:31+01:00 | ACTION.MASHUP.INIT | [user024 @ 82.29.97.183] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T11:12:32+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/group/texts
INFO | 2013-10-20T11:12:53+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/group/graphics
INFO | 2013-10-20T11:12:56+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/view/dispersion
INFO | 2013-10-20T11:13:33+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/group/graphics
INFO | 2013-10-20T11:13:35+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/view/cloud
INFO | 2013-10-20T11:14:03+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/group/graphics
INFO | 2013-10-20T11:14:09+01:00 | GET | [user024 @ 82.29.97.183] | /me/draft/6/view/target
INFO | 2013-10-20T14:17:16+01:00 | GET | [anon @ 86.179.148.7] | /login
INFO | 2013-10-20T14:17:28+01:00 | POST | [anon @ 86.179.148.7] | /login
INFO | 2013-10-20T14:17:28+01:00 | ACTION.LOGIN | [admin @ 86.179.148.7] | {"user_agent":"Mozilla\/5.0 (Linux; U; Android 4.1.1; en-gb; Transformer Prime TF201 Build\/JRO03C) AppleWebKit\/534.30 (KHTML, like Gecko) Version\/4.0 Safari\/534.30"}
INFO | 2013-10-20T14:17:28+01:00 | GET | [admin @ 86.179.148.7] | /me/
INFO | 2013-10-20T14:17:49+01:00 | GET | [admin @ 86.179.148.7] | /admin/users
INFO | 2013-10-20T14:18:01+01:00 | GET | [admin @ 86.179.148.7] | /me/
INFO | 2013-10-20T14:24:36+01:00 | GET | [anon @ 86.176.123.9] | /
INFO | 2013-10-20T14:24:44+01:00 | GET | [anon @ 86.176.123.9] | /login
INFO | 2013-10-20T14:25:53+01:00 | POST | [anon @ 86.176.123.9] | /login
INFO | 2013-10-20T14:25:53+01:00 | ACTION.LOGIN | [user032 @ 86.176.123.9] | {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit\/536.30.1 (KHTML, like Gecko) Version\/6.0.5 Safari\/536.30.1"}
INFO | 2013-10-20T14:25:54+01:00 | GET | [user032 @ 86.176.123.9] | /me/
INFO | 2013-10-20T14:25:54+01:00 | GET | [user032 @ 86.176.123.9] | /me/consent
INFO | 2013-10-20T14:26:00+01:00 | POST | [user032 @ 86.176.123.9] | /me/consent
INFO | 2013-10-20T14:26:00+01:00 | GET | [user032 @ 86.176.123.9] | /me/
INFO | 2013-10-20T14:26:14+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/
INFO | 2013-10-20T14:26:24+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/1/drafts/
INFO | 2013-10-20T14:27:14+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/1/submit/
INFO | 2013-10-20T14:27:31+01:00 | POST | [user032 @ 86.176.123.9] | /me/essay/1/submit/
INFO | 2013-10-20T14:27:33+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/1/drafts/
INFO | 2013-10-20T14:27:43+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/show/
INFO | 2013-10-20T14:27:43+01:00 | POST | [user032 @ 86.176.123.9] | /tutor/logactivity
INFO | 2013-10-20T14:27:43+01:00 | ACTION.MASHUP.INIT | [user032 @ 86.176.123.9] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T14:28:15+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:28:36+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/sentence/
INFO | 2013-10-20T14:28:51+01:00 | GET | [user032 @ 86.176.123.9] | /help/on/draft.sentence/hints
INFO | 2013-10-20T14:29:23+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/1/drafts/
INFO | 2013-10-20T14:29:25+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/show/
INFO | 2013-10-20T14:29:26+01:00 | POST | [user032 @ 86.176.123.9] | /tutor/logactivity
INFO | 2013-10-20T14:29:26+01:00 | ACTION.MASHUP.INIT | [user032 @ 86.176.123.9] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T14:29:30+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:29:38+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/action/keyword
INFO | 2013-10-20T14:29:46+01:00 | GET | [user032 @ 86.176.123.9] | /help/on/action.keyword/hints
INFO | 2013-10-20T14:30:08+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/graphics
INFO | 2013-10-20T14:30:13+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/view/dispersion
INFO | 2013-10-20T14:30:23+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/graphics
INFO | 2013-10-20T14:30:33+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/view/cloud
INFO | 2013-10-20T14:30:48+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:30:55+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/show/
INFO | 2013-10-20T14:30:56+01:00 | POST | [user032 @ 86.176.123.9] | /tutor/logactivity
INFO | 2013-10-20T14:30:56+01:00 | ACTION.MASHUP.INIT | [user032 @ 86.176.123.9] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T14:31:00+01:00 | GET | [user032 @ 86.176.123.9] | /help/on/draft.show.text/hints
INFO | 2013-10-20T14:32:00+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:32:15+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/keyword/
INFO | 2013-10-20T14:32:32+01:00 | GET | [user032 @ 86.176.123.9] | /help/on/draft.keyword/hints
INFO | 2013-10-20T14:32:54+01:00 | GET | [user032 @ 86.176.123.9] | /me/essay/1/drafts/
INFO | 2013-10-20T14:32:57+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/show/
INFO | 2013-10-20T14:32:57+01:00 | POST | [user032 @ 86.176.123.9] | /tutor/logactivity
INFO | 2013-10-20T14:32:57+01:00 | ACTION.MASHUP.INIT | [user032 @ 86.176.123.9] | [{"name":"structure","value":"#-s:t#"},{"name":"structure","value":"#-s:h#"},{"name":"structure","value":"#+s:i#"},{"name":"structure","value":"#+s#"},{"name":"structure","value":"#+s:c#"},{"name":"structure","value":"#-s:q#;#-s:n#;#-s:p#;#dummy#;#+s:p#"},{"name":"task","value":"show"}]
INFO | 2013-10-20T14:32:59+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:33:05+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/sentence/
INFO | 2013-10-20T14:33:09+01:00 | GET | [user032 @ 86.176.123.9] | /help/on/draft.sentence/hints
INFO | 2013-10-20T14:46:05+01:00 | GET | [user032 @ 86.176.123.9] | /profile/data/notes
INFO | 2013-10-20T14:46:10+01:00 | POST | [user032 @ 86.176.123.9] | /profile/data/notes
INFO | 2013-10-20T14:46:49+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/texts
INFO | 2013-10-20T14:46:55+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/graphics
INFO | 2013-10-20T14:47:02+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/view/target
INFO | 2013-10-20T14:49:06+01:00 | GET | [user032 @ 86.176.123.9] | /me/draft/7/group/graphics
