INFO | 2013-10-10T11:10:10+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-10-10T11:10:12+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-10-10T11:10:15+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-10-10T11:10:15+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-10-10T11:10:15+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-10-10T11:10:22+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-10-10T14:02:45+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-10-10T14:02:47+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-10-10T14:02:50+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-10-10T14:02:50+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-10-10T14:02:50+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-10-10T14:02:52+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-10-10T14:02:59+01:00 | GET | [admin @ 137.108.145.39] | /admin/feedback
INFO | 2013-10-10T14:03:04+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-10-10T14:03:06+01:00 | GET | [admin @ 137.108.145.39] | /logout
INFO | 2013-10-10T14:03:06+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-10-10T16:38:13+01:00 | GET | [anon @ 86.185.226.149] | /
INFO | 2013-10-10T16:38:16+01:00 | GET | [anon @ 86.185.226.149] | /login
INFO | 2013-10-10T16:38:18+01:00 | POST | [anon @ 86.185.226.149] | /login
INFO | 2013-10-10T16:38:18+01:00 | ACTION.LOGIN | [user004 @ 86.185.226.149] | {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit\/536.30.1 (KHTML, like Gecko) Version\/6.0.5 Safari\/536.30.1"}
INFO | 2013-10-10T16:38:18+01:00 | GET | [user004 @ 86.185.226.149] | /me/
INFO | 2013-10-10T16:38:26+01:00 | GET | [user004 @ 86.185.226.149] | /me/essay/
INFO | 2013-10-10T16:38:47+01:00 | GET | [user004 @ 86.185.226.149] | /me/essay/1/drafts/
INFO | 2013-10-10T16:38:57+01:00 | GET | [user004 @ 86.185.226.149] | /me/essay/1/submit/
INFO | 2013-10-10T16:39:37+01:00 | POST | [user004 @ 86.185.226.149] | /me/essay/1/submit/
INFO | 2013-10-10T16:39:46+01:00 | GET | [user004 @ 86.185.226.149] | /me/essay/1/drafts/
INFO | 2013-10-10T16:39:56+01:00 | GET | [user004 @ 86.185.226.149] | /me/draft/2/show/
