INFO | 2013-09-30T13:18:41+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-09-30T13:19:47+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-09-30T13:19:52+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-09-30T13:19:52+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-09-30T13:19:52+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-09-30T13:19:56+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-09-30T14:49:11+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-09-30T14:49:15+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-09-30T14:49:19+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-09-30T14:49:19+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-09-30T14:49:20+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-09-30T14:49:23+01:00 | GET | [admin @ 137.108.145.39] | /me/essay/
INFO | 2013-09-30T14:49:26+01:00 | GET | [admin @ 137.108.145.39] | /admin/users
INFO | 2013-09-30T17:08:58+01:00 | GET | [anon @ 194.66.129.163] | /
INFO | 2013-09-30T17:09:03+01:00 | GET | [anon @ 194.66.129.163] | /login
INFO | 2013-09-30T17:09:51+01:00 | POST | [anon @ 194.66.129.163] | /login
INFO | 2013-09-30T17:09:51+01:00 | ACTION.LOGIN | [user021 @ 194.66.129.163] | {"user_agent":"Mozilla\/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident\/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET CLR 1.1.4322; InfoPath.3; .NET4.0E)"}
INFO | 2013-09-30T17:09:52+01:00 | GET | [user021 @ 194.66.129.163] | /me/
INFO | 2013-09-30T17:09:52+01:00 | GET | [user021 @ 194.66.129.163] | /me/consent
INFO | 2013-09-30T17:10:02+01:00 | POST | [user021 @ 194.66.129.163] | /me/consent
INFO | 2013-09-30T17:10:02+01:00 | GET | [user021 @ 194.66.129.163] | /me/
