INFO | 2013-10-24T10:41:01+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:41:01+01:00 | GET | [anon @ 137.108.49.9] | /
INFO | 2013-10-24T10:41:43+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:44:02+01:00 | GET | [anon @ 137.108.49.161] | /about
INFO | 2013-10-24T10:44:07+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:44:09+01:00 | GET | [anon @ 137.108.49.161] | /login
INFO | 2013-10-24T10:44:37+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:45:27+01:00 | GET | [anon @ 137.108.49.161] | /login
INFO | 2013-10-24T10:46:48+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:48:06+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T10:56:03+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T11:01:32+01:00 | GET | [anon @ 137.108.49.161] | /login
INFO | 2013-10-24T11:24:32+01:00 | GET | [anon @ 137.108.145.39] | /
INFO | 2013-10-24T11:24:40+01:00 | GET | [anon @ 137.108.145.39] | /login
INFO | 2013-10-24T11:31:13+01:00 | POST | [anon @ 137.108.145.39] | /login
INFO | 2013-10-24T11:31:13+01:00 | ACTION.LOGIN | [admin @ 137.108.145.39] | {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; rv:24.0) Gecko\/20100101 Firefox\/24.0"}
INFO | 2013-10-24T11:31:13+01:00 | GET | [admin @ 137.108.145.39] | /me/
INFO | 2013-10-24T11:44:00+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T11:55:36+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T14:38:53+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T14:39:09+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T14:39:39+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T15:30:55+01:00 | GET | [anon @ 137.108.49.161] | /
INFO | 2013-10-24T15:30:57+01:00 | GET | [anon @ 137.108.49.161] | /about
INFO | 2013-10-24T15:31:36+01:00 | GET | [anon @ 137.108.49.161] | /login
INFO | 2013-10-24T15:31:44+01:00 | POST | [anon @ 137.108.49.161] | /login
INFO | 2013-10-24T15:31:54+01:00 | POST | [anon @ 137.108.49.161] | /login
